Column 2,Column 3,Column 6,Column 7,Column 8
1,11,64,1:56:30.265,25
2,55,64,+1.154s,18
3,1,64,+1.491s,15
4,16,64,+2.922s,12
5,63,64,+11.968s,10
6,4,64,+12.231s,9
7,14,64,+46.358s,6
8,44,64,+50.388s,4
9,77,64,+52.525s,2
10,5,64,+53.536s,1
11,10,64,+54.289s,0
12,31,64,+55.644s,0
13,3,64,+57.635s,0
14,18,64,+60.802s,0
15,6,63,+1 lap,0
16,24,63,+1 lap,0
17,22,63,+1 lap,0
NC,23,48,DNF,0
NC,47,24,DNF,0
NC,20,19,DNF,0
