Column 2,Column 3,Column 6,Column 7,Column 8
1,16,57,1:37:33.584,26
2,55,57,+5.598s,18
3,44,57,+9.675s,15
4,63,57,+11.211s,12
5,20,57,+14.754s,10
6,77,57,+16.119s,8
7,31,57,+19.423s,6
8,22,57,+20.386s,4
9,14,57,+22.390s,2
10,24,57,+23.064s,1
11,47,57,+32.574s,0
12,18,57,+45.873s,0
13,23,57,+53.932s,0
14,3,57,+54.975s,0
15,4,57,+56.335s,0
16,6,57,+61.795s,0
17,27,57,+63.829s,0
18,11,56,DNF,0
19,1,54,DNF,0
NC,10,44,DNF,0
