Column 2,Column 3,Column 6,Column 7,Column 8
1,1,70,1:39:35.912,25
2,44,70,+7.834s,19
3,63,70,+12.337s,15
4,55,70,+14.579s,12
5,11,70,+15.688s,10
6,16,70,+16.047s,8
7,4,70,+78.300s,6
8,14,69,+1 lap,4
9,31,69,+1 lap,2
10,5,69,+1 lap,1
11,18,69,+1 lap,0
12,10,69,+1 lap,0
13,24,69,+1 lap,0
14,47,69,+1 lap,0
15,3,69,+1 lap,0
16,20,69,+1 lap,0
17,23,69,+1 lap,0
18,6,69,+1 lap,0
19,22,68,+2 laps,0
20,77,65,DNF,0
