Column 2,Column 3,Column 6,Column 7,Column 8
1,1,28,3:01:44.004,25
2,11,28,+27.066s,18
3,16,28,+31.763s,15
4,31,28,+39.685s,12
5,44,28,+40.326s,10
6,5,28,+46.358s,8
7,14,28,+46.369s,6
8,63,28,+47.661s,4
9,6,28,+70.143s,2
10,4,28,+70.782s,1
11,3,28,+72.877s,0
12,18,28,+73.904s,0
13,22,28,+75.599s,0
14,20,28,+86.016s,0
15,77,28,+86.496s,0
16,24,28,+87.043s,0
17,47,28,+92.523s,0
18,10,28,+108.091s,0
NC,55,0,DNF,0
NC,23,0,DNF,0
