Column 2,Column 3,Column 6,Column 7,Column 8
1,1,58,1:27:45.914,25
2,16,58,+8.771s,18
3,11,58,+10.093s,15
4,55,58,+24.892s,12
5,63,58,+35.888s,10
6,4,58,+56.234s,9
7,31,58,+57.240s,6
8,18,58,+76.931s,4
9,3,58,+83.268s,2
10,5,58,+83.898s,1
11,22,58,+89.371s,0
12,24,57,+1 lap,0
13,23,57,+1 lap,0
14,10,57,+1 lap,0
15,77,57,+1 lap,0
16,47,57,+1 lap,0
17,20,57,+1 lap,0
18,44,55,DNF,0
19,6,55,DNF,0
NC,14,27,DNF,0
